Id,SalePrice
1461,117625.34397789881
1462,156339.39991605756
1463,179377.97630113186
1464,195190.36332627747
1465,206758.90628575615
1466,171462.47058103938
1467,184476.02693895967
1468,163417.11448396143
1469,206787.78693998896
1470,117678.25882475126
1471,181445.01297545945
1472,102179.72015385548
1473,90743.82059789103
1474,146684.05267394832
1475,105143.79822721306
1476,368590.49548485776
1477,252137.28333557257
1478,313785.48100016697
1479,306654.31139360374
1480,462035.95183302264
1481,308223.2410347927
1482,214694.48409228385
1483,172239.63088971045
1484,162368.0579841366
1485,188369.34977665413
1486,195687.98461102857
1487,332566.4245516332
1488,239979.00761250698
1489,197058.59319154476
1490,252484.27201365656
1491,195183.00598975323
1492,88784.65498492203
1493,205353.77015139925
1494,296010.4799647383
1495,291604.9519562484
1496,246895.9178535384
1497,175956.1091066212
1498,164919.9946880879
1499,161598.09169959143
1500,158309.70710702622
1501,196045.87962120294
1502,147185.11470667206
1503,282565.6045800564
1504,235568.23925842374
1505,221244.5963143331
1506,194256.2290565817
1507,248743.06282551837
1508,197743.57961405235
1509,156565.4814166731
1510,140915.8354072054
1511,142683.4449540442
1512,177210.3721943377
1513,166253.7404400981
1514,149716.57113176922
1515,204661.10673931643
1516,155773.41428989032
1517,173383.1515754426
1518,118271.92494598258
1519,217978.0837646887
1520,122659.48075968964
1521,125280.54445473646
1522,187661.3844403875
1523,101581.51172341796
1524,122319.30376954544
1525,114239.30295652323
1526,101284.78496022399
1527,101994.17366509698
1528,134578.4537850046
1529,154486.76049358098
1530,211886.46733982238
1531,123212.53675916794
1532,105900.44010107053
1533,152832.1772738716
1534,121489.23622857496
1535,150670.65118802548
1536,95987.43422951424
1537,62374.96833422729
1538,156916.70037730123
1539,209839.5167748867
1540,121803.97809637037
1541,140283.74762681706
1542,150739.25116107787
1543,194953.1887332613
1544,83033.67699783566
1545,122432.10835469236
1546,141997.0134238861
1547,127976.80165042952
1548,149143.52784326137
1549,132196.90634268432
1550,141754.19219555083
1551,109089.35322511879
1552,145696.22143492146
1553,155819.8139040187
1554,115343.75136736376
1555,158881.9468368939
1556,76279.90652600102
1557,116415.16523024623
1558,98960.93914908505
1559,104429.37939047816
1560,143205.99956951052
1561,136415.04305735775
1562,131667.3743495407
1563,128860.72950857102
1564,154735.2640131464
1565,149172.32771362562
1566,243566.9961768326
1567,72204.06571725672
1568,231825.14494904137
1569,124845.3615901067
1570,138097.6275330094
1571,98594.82196893421
1572,144478.06380629694
1573,238269.47796802496
1574,143977.91788628037
1575,238137.5310595384
1576,247668.70247663814
1577,181333.63320057502
1578,140722.4231252688
1579,140764.51800901428
1580,192143.43481406439
1581,146246.32039884225
1582,133950.7294271597
1583,275612.8271371788
1584,220390.7704907555
1585,139522.68029383826
1586,50942.54214302784
1587,99467.99115168209
1588,164508.07081081334
1589,98647.67733927238
1590,130058.65805109139
1591,90220.41124945768
1592,126311.6684312222
1593,129958.07319860329
1594,149894.95245893896
1595,138297.86839433567
1596,232578.24843476142
1597,196989.41149066502
1598,210996.2917398846
1599,187306.96217590125
1600,167482.3447766489
1601,49604.1723273682
1602,125310.76927563219
1603,73752.73944021254
1604,277539.6232017692
1605,235516.30955041555
1606,164484.25154113758
1607,168440.85166864126
1608,206048.78255129722
1609,189342.1024103113
1610,150329.4183813686
1611,134098.8476175945
1612,184959.61731851855
1613,162755.8402184066
1614,143829.8271627329
1615,93350.01871562553
1616,72499.36892000158
1617,81343.27254369702
1618,123183.8944490127
1619,143218.5165039267
1620,194876.08005261866
1621,129155.84385257923
1622,140561.84301625338
1623,259235.76500691628
1624,208457.26785707212
1625,109885.74445951985
1626,172047.79421392668
1627,189866.1937921375
1628,275611.9124841867
1629,179116.81026629073
1630,351796.211785243
1631,242674.67236150242
1632,241548.80171209524
1633,178315.5125235565
1634,182823.52598813194
1635,177582.430570036
1636,150672.92848801386
1637,198223.35341987823
1638,180992.6512132838
1639,182815.50116382775
1640,238460.44958145556
1641,185058.59405749955
1642,254228.5407856838
1643,212268.44150163644
1644,223455.1080936744
1645,211912.3981658077
1646,159884.39286415523
1647,156369.08694041322
1648,130796.32274838483
1649,133774.40327928562
1650,110564.71364505653
1651,121170.47591698007
1652,101386.94374200598
1653,104681.52416242499
1654,139739.80713441738
1655,127009.91160525539
1656,139234.45059782578
1657,149267.77747558727
1658,142049.63749262533
1659,114978.47485823192
1660,151676.62881552352
1661,414809.960052686
1662,383821.51251614967
1663,378455.9482493034
1664,458783.63536401256
1665,333882.75085707405
1666,328104.0661482229
1667,367359.0591544347
1668,358197.087412894
1669,321160.61553464225
1670,357889.61293325434
1671,259558.80562596087
1672,401008.8529542355
1673,284383.2961230107
1674,246297.16927118495
1675,200049.3786797268
1676,205547.56669815094
1677,216451.43863384437
1678,447100.1433103652
1679,384271.66496853577
1680,343668.92370564083
1681,288408.30516254413
1682,317513.51301413216
1683,194757.9746251508
1684,171939.87980073615
1685,179183.66231537628
1686,163778.82367880904
1687,173299.03240142344
1688,188096.41137974517
1689,200072.12687079643
1690,195623.68014930753
1691,188231.5569095554
1692,264567.71152501437
1693,176993.82795693792
1694,182152.28786973807
1695,168448.267196778
1696,257307.98696103503
1697,178693.49009687308
1698,336786.0260093245
1699,316953.765737884
1700,271728.46395384276
1701,281360.2592612567
1702,231719.0233079114
1703,228943.2016298578
1704,263261.2773730964
1705,251480.34625227784
1706,285935.6913825228
1707,226119.2133796729
1708,201138.05337301435
1709,245234.17231480303
1710,217003.38277440763
1711,272129.5656219763
1712,244725.3957307157
1713,274226.36886353
1714,215163.40549002308
1715,205203.5031799206
1716,174440.95541420765
1717,172517.80941223173
1718,138312.6765818991
1719,217962.56333266612
1720,239396.7229361654
1721,163567.83652338528
1722,122116.15746388207
1723,155963.26719178332
1724,208355.50309705018
1725,231355.75460310475
1726,188435.036744738
1727,144050.67727888707
1728,168399.55934216516
1729,171677.30344667978
1730,165021.63148724346
1731,117647.12199469446
1732,124398.69932845037
1733,115543.563061891
1734,126170.59391970371
1735,113223.37000426707
1736,95519.31470872907
1737,283725.1450429065
1738,260589.606077909
1739,258266.86796498895
1740,208540.1778103283
1741,183351.8482537471
1742,175548.6144817815
1743,175168.89461208606
1744,325513.8488280569
1745,215541.90022866937
1746,202726.6997590682
1747,220460.51640330043
1748,218274.16618462245
1749,142332.28185993276
1750,127165.76782391148
1751,235135.830580239
1752,111420.56085048082
1753,156123.91356250364
1754,201446.58969151604
1755,166197.96296894006
1756,132881.9796503298
1757,114464.03564432931
1758,144547.4557421793
1759,162473.70467531375
1760,160886.72638478517
1761,154974.5316221833
1762,183967.01990618982
1763,182873.30174325415
1764,106488.27893310328
1765,177638.31837794904
1766,186043.70841766422
1767,217477.6956790787
1768,139440.5569078222
1769,162580.6300522905
1770,146633.3973184177
1771,127318.13877699643
1772,135269.56794493517
1773,116310.16665962996
1774,152949.11064205065
1775,140066.72524453144
1776,124285.4719138111
1777,100577.61876962509
1778,138876.1927522656
1779,120633.50263969536
1780,174809.1207535197
1781,122497.04391317282
1782,70172.48328680077
1783,142792.55815295357
1784,92829.83571256443
1785,140543.35999071389
1786,118613.21719818136
1787,161765.74419372933
1788,41515.78349960428
1789,102449.38673913074
1790,61665.376825349755
1791,188602.57971872046
1792,162992.28667792003
1793,132223.02316748304
1794,167791.91136416202
1795,127220.60643106641
1796,137185.7476967597
1797,126356.5406381617
1798,122539.02931411774
1799,106244.00663842888
1800,127585.94794691494
1801,116676.73017422057
1802,123489.84754091708
1803,157621.7827836466
1804,124314.38943617229
1805,135306.59593652582
1806,124519.13946090119
1807,148499.78145231536
1808,119584.72287545656
1809,125333.96170818458
1810,139565.3178254132
1811,75816.63972876332
1812,105096.42921962563
1813,127308.16525881088
1814,87682.58356673809
1815,38916.14798288606
1816,88025.10154049953
1817,113646.4348500272
1818,176436.3594844254
1819,150200.12041920994
1820,53290.480577525304
1821,109297.49197689226
1822,153216.86618130174
1823,28394.685968219506
1824,138693.04540223576
1825,150176.95869198337
1826,99480.36872845878
1827,99792.10714829109
1828,142098.44570148183
1829,138559.44475182545
1830,152625.37546366622
1831,148829.80572394148
1832,99998.9020985591
1833,147217.63971196694
1834,115461.84369251085
1835,124846.7426505546
1836,126738.46914727276
1837,84277.37382643326
1838,111843.50325485208
1839,97086.48956937299
1840,157375.13188125976
1841,132108.2019815528
1842,86883.09298379836
1843,124511.04533401079
1844,150882.5257048182
1845,144289.8073232923
1846,149423.04826198675
1847,164685.7693168022
1848,48260.2320035414
1849,108275.94534436599
1850,108288.49734008464
1851,145168.57918360928
1852,115459.36388111125
1853,116752.08276674528
1854,161357.8157169665
1855,138700.76244171982
1856,216941.08956871752
1857,132216.77534319126
1858,137809.12084366512
1859,108829.5524994189
1860,128569.3279704295
1861,110206.58982308343
1862,290596.39493902377
1863,280689.81409375963
1864,280702.1315907093
1865,365908.30398520886
1866,347599.61865845486
1867,216772.49271926132
1868,281636.66855598945
1869,211092.7809149864
1870,218179.58711560955
1871,262562.83762863313
1872,177516.02571329297
1873,232983.06222375325
1874,146076.07615186716
1875,195923.53972263407
1876,195519.11935722624
1877,203361.88631859864
1878,206946.6279549982
1879,131433.2952426299
1880,132846.43228266313
1881,236804.18808236273
1882,233120.64452802448
1883,186228.78827337796
1884,202445.52894312673
1885,240194.02932577868
1886,288029.2165887058
1887,215067.11270648305
1888,252367.43848973798
1889,170555.31982953928
1890,111035.97256663229
1891,136604.66099180776
1892,87858.40646390358
1893,119568.1851516335
1894,107297.55500899792
1895,134784.79068962857
1896,123583.90036489499
1897,115584.38402565967
1898,104433.44376789554
1899,155399.51685857307
1900,160682.94219107938
1901,175539.36248716048
1902,171502.34717190277
1903,225980.03707445238
1904,161142.5762556386
1905,201692.91986171028
1906,156855.7565828591
1907,214140.052819591
1908,112213.08559771377
1909,130623.83792276635
1910,123840.85741424846
1911,226691.04827060457
1912,308451.423143951
1913,155103.2980821207
1914,57118.81939594167
1915,336989.52345467545
1916,53337.760669734096
1917,233719.65798086725
1918,138595.36274705792
1919,168117.3902785571
1920,159935.55878783806
1921,376623.2243848136
1922,337269.79756494705
1923,224257.06309343892
1924,217698.80833844497
1925,203016.73828745342
1926,375721.39026967203
1927,123404.01304603297
1928,158519.6305308321
1929,112774.07342195019
1930,122779.00727237698
1931,133322.78420954215
1932,130848.70528302841
1933,186368.2658192691
1934,183698.31262460834
1935,164380.81905189474
1936,209361.714056396
1937,178605.02145906095
1938,170933.19291876667
1939,273439.01818227867
1940,206455.71335931684
1941,170817.5034342005
1942,176744.85829894233
1943,234450.4728729101
1944,375162.7959019466
1945,406002.79567382723
1946,158004.2755206436
1947,226715.17051880882
1948,170277.7538118987
1949,249928.9240000127
1950,195810.26690768142
1951,247195.82918355882
1952,207310.58054149212
1953,174032.57099341584
1954,188554.29341048404
1955,133524.5400877934
1956,282298.4499411017
1957,159608.8501089406
1958,263900.3262199322
1959,136523.45901275263
1960,104668.64121900147
1961,116460.13334830877
1962,94701.69546515342
1963,108805.4202222316
1964,105743.46646534998
1965,135779.3465793871
1966,137111.17914035943
1967,302667.80414287176
1968,403661.9817847551
1969,394925.0799527491
1970,392172.73111711576
1971,436705.45401873224
1972,364588.4780187934
1973,288452.5464456171
1974,342316.8904050168
1975,481162.3605181339
1976,280067.1510842331
1977,357885.3661242564
1978,343589.7329832476
1979,325960.7549341198
1980,199396.35127480957
1981,357124.4131221835
1982,218909.86210549437
1983,204395.06885045947
1984,183251.28914222406
1985,227795.61139868048
1986,205197.04589687986
1987,205823.60858450588
1988,177070.24182246777
1989,196949.71568606724
1990,211033.22602666286
1991,232429.6439183224
1992,230237.01761961583
1993,166285.39689960537
1994,231075.5393194619
1995,186741.71803979526
1996,293632.0988166084
1997,334923.5534062197
1998,320851.4156985414
1999,311458.49551721604
2000,323015.3746529479
2001,292020.1128021593
2002,249717.104403225
2003,247359.8233042261
2004,277386.33972081717
2005,233811.06770028704
2006,224501.1698378483
2007,241999.76373685687
2008,221497.178135754
2009,201286.42305460857
2010,195169.48090774694
2011,141645.99314038383
2012,176506.20602841646
2013,173602.14319531637
2014,180186.69288530186
2015,210473.60200202797
2016,191226.6175744698
2017,198579.14658123223
2018,106565.97104519891
2019,127456.82114273713
2020,97278.95800257058
2021,95797.01645861985
2022,190436.87400717597
2023,143360.2786555283
2024,291776.1848005678
2025,356233.2218550062
2026,173002.4434935347
2027,158765.2528121203
2028,157805.65158133453
2029,168763.91866674187
2030,266753.6666233314
2031,243417.63618455327
2032,268616.0852193333
2033,256654.64293323347
2034,178198.7372033155
2035,228899.20018391032
2036,205347.52619465045
2037,211866.45316128532
2038,322966.82408704946
2039,224046.2531835878
2040,308352.1421185094
2041,297790.8459334051
2042,209075.60383715306
2043,177742.03785966814
2044,175714.75091050297
2045,206186.50885502467
2046,131686.21163289945
2047,137952.66284606452
2048,147071.5202963743
2049,132308.79001757447
2050,170273.39431214193
2051,105131.54817989448
2052,121494.29775049146
2053,141692.71162771434
2054,78768.17446354112
2055,161084.30501547933
2056,133203.79931428426
2057,100557.53050120514
2058,211517.111409865
2059,132481.1100197221
2060,180282.18060889488
2061,176096.31380259476
2062,118887.36524000471
2063,112231.1281606592
2064,135729.22216075798
2065,123909.05311617398
2066,173143.28194003916
2067,120243.79433369508
2068,138000.0156057732
2069,85169.3604487807
2070,106393.27871382143
2071,95923.4720487993
2072,146070.98464865974
2073,126807.75309018145
2074,177072.43484911777
2075,164922.53643121454
2076,117504.3690460197
2077,153084.85825756402
2078,128126.38559990714
2079,138276.33177150763
2080,108004.87700969563
2081,121791.48030132163
2082,127893.23272745626
2083,156085.23583891947
2084,107261.15754910052
2085,111998.55560606768
2086,115091.09970938721
2087,125948.55488776386
2088,101004.66216189103
2089,72192.81337231881
2090,130440.48917927095
2091,97154.29242920736
2092,134715.06402845366
2093,148209.4752018407
2094,124012.19659127302
2095,144507.97768203018
2096,78170.27368569635
2097,94138.96693279478
2098,152666.0776485918
2099,29281.177550627937
2100,86920.29476422572
2101,108397.65409178805
2102,126208.4171982208
2103,101120.76725261095
2104,146572.0316593666
2105,134534.1360762212
2106,61489.46691295966
2107,208645.63989442558
2108,114575.35099834514
2109,110621.01115206841
2110,131286.54029507848
2111,138065.8332944746
2112,149972.4960775537
2113,125532.33885191861
2114,119261.78015760244
2115,170243.31766446814
2116,127124.31252299101
2117,162102.49608816442
2118,127107.57612755088
2119,106960.99884005915
2120,106903.15173201045
2121,85321.03429567072
2122,110506.23779034834
2123,89380.97798590193
2124,177103.49000382196
2125,128914.71476760364
2126,163224.68667970865
2127,166269.45923295667
2128,129279.1089074734
2129,99872.80961112218
2130,137279.96174549896
2131,130639.006906141
2132,120361.69731344268
2133,131231.61049975257
2134,126130.77497694493
2135,90023.4187601363
2136,64275.732506320535
2137,104982.6813157677
2138,126295.58581402592
2139,144708.43566847182
2140,145418.76275151336
2141,168851.68178158175
2142,123625.68898311758
2143,146580.89970616336
2144,124874.30233876679
2145,134707.5340822694
2146,178786.57504059293
2147,158972.04673475248
2148,141277.49897849857
2149,142255.7116469581
2150,235502.6259315238
2151,125509.3991377868
2152,189954.44168797747
2153,182762.35212615182
2154,96895.3366326125
2155,134878.23513485916
2156,256518.7581187543
2157,226254.51002128812
2158,236492.12140071893
2159,216206.32721843175
2160,187490.38934636893
2161,229589.83812915478
2162,360620.41275492916
2163,350883.81145169854
